country,league,matchday,rk,squad,p,w,d,l,gf,ga,g_diff,pts
Spain,Games of Matchday 31 LaLiga 21/22 ,31,10,CA Osasuna,31,11,8,12,31,40,-9,41
Spain,Games of Matchday 31 LaLiga 21/22 ,31,11,Espanyol,31,10,9,12,36,42,-6,39
Spain,Games of Matchday 31 LaLiga 21/22 ,31,12,Rayo Vallecano,31,10,7,14,33,37,-4,37
Spain,Games of Matchday 31 LaLiga 21/22 ,31,13,Celta de Vigo,31,9,9,13,34,35,-1,36
Spain,Games of Matchday 31 LaLiga 21/22 ,31,14,Elche CF,31,8,8,15,32,44,-12,32
Spain,Games of Matchday 31 LaLiga 21/22 ,31,15,Getafe,31,7,11,13,28,35,-7,32
Spain,Games of Matchday 31 LaLiga 21/22 ,31,16,Granada CF,31,6,11,14,35,52,-17,29
Spain,Games of Matchday 31 LaLiga 21/22 ,31,17,RCD Mallorca,31,7,8,16,27,50,-23,29
Spain,Games of Matchday 31 LaLiga 21/22 ,31,18,Cádiz CF,31,5,13,13,26,43,-17,28
Spain,Games of Matchday 31 LaLiga 21/22 ,31,19,Alavés,31,5,7,19,24,53,-29,22
Spain,Games of Matchday 31 LaLiga 21/22 ,31,20,Levante,31,4,10,17,35,61,-26,22
Spain,Games of Matchday 32 LaLiga 21/22 ,32,1,Real Madrid,32,23,6,3,66,28,38,75
Spain,Games of Matchday 32 LaLiga 21/22 ,32,2,Barcelona,32,17,9,6,60,33,27,60
Spain,Games of Matchday 32 LaLiga 21/22 ,32,3,Sevilla FC,32,16,12,4,46,25,21,60
Spain,Games of Matchday 32 LaLiga 21/22 ,32,4,Atlético Madrid,32,18,6,8,59,39,20,60
Spain,Games of Matchday 32 LaLiga 21/22 ,32,5,Real Betis,32,17,6,9,56,37,19,57
Spain,Games of Matchday 32 LaLiga 21/22 ,32,6,Real Sociedad,32,15,10,7,32,30,2,55
Spain,Games of Matchday 32 LaLiga 21/22 ,32,7,Villarreal,32,13,10,9,51,31,20,49
Spain,Games of Matchday 32 LaLiga 21/22 ,32,8,Athletic,32,11,12,9,36,32,4,45
Spain,Games of Matchday 32 LaLiga 21/22 ,32,9,CA Osasuna,32,12,8,12,33,41,-8,44
Spain,Games of Matchday 32 LaLiga 21/22 ,32,10,Valencia,32,10,12,10,44,46,-2,42
Spain,Games of Matchday 32 LaLiga 21/22 ,32,11,Celta de Vigo,32,10,9,13,36,35,1,39
Spain,Games of Matchday 32 LaLiga 21/22 ,32,12,Espanyol,32,10,9,13,37,44,-7,39
Spain,Games of Matchday 32 LaLiga 21/22 ,32,13,Rayo Vallecano,32,10,7,15,33,38,-5,37
Spain,Games of Matchday 32 LaLiga 21/22 ,32,14,Elche CF,32,9,8,15,35,44,-9,35
Spain,Games of Matchday 32 LaLiga 21/22 ,32,15,Getafe,32,7,11,14,29,37,-8,32
Spain,Games of Matchday 32 LaLiga 21/22 ,32,16,Cádiz CF,32,6,13,13,27,43,-16,31
Spain,Games of Matchday 32 LaLiga 21/22 ,32,17,Granada CF,32,6,11,15,36,56,-20,29
Spain,Games of Matchday 32 LaLiga 21/22 ,32,18,RCD Mallorca,32,7,8,17,27,53,-26,29
Spain,Games of Matchday 32 LaLiga 21/22 ,32,19,Alavés,32,6,7,19,25,53,-28,25
Spain,Games of Matchday 32 LaLiga 21/22 ,32,20,Levante,32,5,10,17,39,62,-23,25
Spain,Games of Matchday 33 LaLiga 21/22 ,33,1,Real Madrid,33,24,6,3,69,29,40,78
Spain,Games of Matchday 33 LaLiga 21/22 ,33,2,Barcelona,33,18,9,6,61,33,28,63
Spain,Games of Matchday 33 LaLiga 21/22 ,33,3,Sevilla FC,33,17,12,4,49,27,22,63
Spain,Games of Matchday 33 LaLiga 21/22 ,33,4,Atlético Madrid,33,18,7,8,59,39,20,61
Spain,Games of Matchday 33 LaLiga 21/22 ,33,5,Real Betis,33,17,6,10,56,38,18,57
Spain,Games of Matchday 33 LaLiga 21/22 ,33,6,Real Sociedad,33,15,10,8,32,31,1,55
Spain,Games of Matchday 33 LaLiga 21/22 ,33,7,Villarreal,33,14,10,9,53,31,22,52
Spain,Games of Matchday 33 LaLiga 21/22 ,33,8,Athletic,33,12,12,9,39,34,5,48
Spain,Games of Matchday 33 LaLiga 21/22 ,33,9,CA Osasuna,33,12,8,13,34,44,-10,44
Spain,Games of Matchday 33 LaLiga 21/22 ,33,10,Valencia,33,10,12,11,44,48,-4,42
Spain,Games of Matchday 33 LaLiga 21/22 ,33,11,Rayo Vallecano,33,11,7,15,34,38,-4,40
Spain,Games of Matchday 33 LaLiga 21/22 ,33,12,Celta de Vigo,33,10,9,14,36,37,-1,39
Spain,Games of Matchday 33 LaLiga 21/22 ,33,13,Espanyol,33,10,9,14,37,45,-8,39
Spain,Games of Matchday 33 LaLiga 21/22 ,33,14,Elche CF,33,10,8,15,36,44,-8,38
Spain,Games of Matchday 33 LaLiga 21/22 ,33,15,Getafe,33,8,11,14,31,37,-6,35
Spain,Games of Matchday 33 LaLiga 21/22 ,33,16,RCD Mallorca,33,8,8,17,29,54,-25,32
Spain,Games of Matchday 33 LaLiga 21/22 ,33,17,Cádiz CF,33,6,13,14,29,46,-17,31
Spain,Games of Matchday 33 LaLiga 21/22 ,33,18,Granada CF,33,6,12,15,36,56,-20,30
Spain,Games of Matchday 33 LaLiga 21/22 ,33,19,Alavés,33,6,7,20,26,55,-29,25
Spain,Games of Matchday 33 LaLiga 21/22 ,33,20,Levante,33,5,10,18,41,65,-24,25
