country,league,matchday,rk,squad,p,w,d,l,gf,ga,g_diff,pts
Spain,Games of Matchday 18 LaLiga 21/22 ,18,8,Valencia,18,7,7,4,30,26,4,28
Spain,Games of Matchday 18 LaLiga 21/22 ,18,9,Villarreal,18,6,7,5,26,20,6,25
Spain,Games of Matchday 18 LaLiga 21/22 ,18,10,Athletic,18,5,9,4,16,14,2,24
Spain,Games of Matchday 18 LaLiga 21/22 ,18,11,Espanyol,18,6,5,7,20,21,-1,23
Spain,Games of Matchday 18 LaLiga 21/22 ,18,12,Granada CF,18,5,7,6,23,26,-3,22
Spain,Games of Matchday 18 LaLiga 21/22 ,18,13,CA Osasuna,18,5,7,6,17,22,-5,22
Spain,Games of Matchday 18 LaLiga 21/22 ,18,14,Celta de Vigo,18,5,5,8,20,22,-2,20
Spain,Games of Matchday 18 LaLiga 21/22 ,18,15,RCD Mallorca,18,4,8,6,17,27,-10,20
Spain,Games of Matchday 18 LaLiga 21/22 ,18,16,Alavés,18,4,3,11,15,29,-14,15
Spain,Games of Matchday 18 LaLiga 21/22 ,18,17,Elche CF,18,3,6,9,18,27,-9,15
Spain,Games of Matchday 18 LaLiga 21/22 ,18,18,Getafe,18,3,6,9,12,20,-8,15
Spain,Games of Matchday 18 LaLiga 21/22 ,18,19,Cádiz CF,18,2,8,8,15,31,-16,14
Spain,Games of Matchday 18 LaLiga 21/22 ,18,20,Levante,18,0,8,10,19,36,-17,8
Spain,Games of Matchday 19 LaLiga 21/22 ,19,1,Real Madrid,19,13,4,2,39,16,23,43
Spain,Games of Matchday 19 LaLiga 21/22 ,19,2,Sevilla FC,19,12,5,2,30,13,17,41
Spain,Games of Matchday 19 LaLiga 21/22 ,19,3,Real Betis,19,10,3,6,32,23,9,33
Spain,Games of Matchday 19 LaLiga 21/22 ,19,4,Atlético Madrid,19,9,5,5,31,22,9,32
Spain,Games of Matchday 19 LaLiga 21/22 ,19,5,Barcelona,19,8,7,4,30,22,8,31
Spain,Games of Matchday 19 LaLiga 21/22 ,19,6,Real Sociedad,19,8,6,5,21,21,0,30
Spain,Games of Matchday 19 LaLiga 21/22 ,19,7,Rayo Vallecano,19,9,3,7,26,20,6,30
Spain,Games of Matchday 19 LaLiga 21/22 ,19,8,Valencia,19,7,7,5,31,28,3,28
Spain,Games of Matchday 19 LaLiga 21/22 ,19,9,Villarreal,19,7,7,5,31,20,11,28
Spain,Games of Matchday 19 LaLiga 21/22 ,19,10,Athletic,19,6,9,4,19,15,4,27
Spain,Games of Matchday 19 LaLiga 21/22 ,19,11,Espanyol,19,7,5,7,22,22,0,26
Spain,Games of Matchday 19 LaLiga 21/22 ,19,12,Celta de Vigo,19,6,5,8,22,22,0,23
Spain,Games of Matchday 19 LaLiga 21/22 ,19,13,Granada CF,19,5,8,6,23,26,-3,23
Spain,Games of Matchday 19 LaLiga 21/22 ,19,14,CA Osasuna,19,5,7,7,18,25,-7,22
Spain,Games of Matchday 19 LaLiga 21/22 ,19,15,RCD Mallorca,19,4,8,7,17,28,-11,20
Spain,Games of Matchday 19 LaLiga 21/22 ,19,16,Getafe,19,4,6,9,13,20,-7,18
Spain,Games of Matchday 19 LaLiga 21/22 ,19,17,Alavés,19,4,4,11,16,30,-14,16
Spain,Games of Matchday 19 LaLiga 21/22 ,19,18,Elche CF,19,3,7,9,18,27,-9,16
Spain,Games of Matchday 19 LaLiga 21/22 ,19,19,Cádiz CF,19,2,8,9,15,32,-17,14
Spain,Games of Matchday 19 LaLiga 21/22 ,19,20,Levante,19,0,8,11,19,41,-22,8
Spain,Games of Matchday 20 LaLiga 21/22 ,20,1,Real Madrid,20,14,4,2,43,17,26,46
Spain,Games of Matchday 20 LaLiga 21/22 ,20,2,Sevilla FC,20,13,5,2,31,13,18,44
Spain,Games of Matchday 20 LaLiga 21/22 ,20,3,Real Betis,20,10,4,6,33,24,9,34
Spain,Games of Matchday 20 LaLiga 21/22 ,20,4,Atlético Madrid,20,9,6,5,33,24,9,33
Spain,Games of Matchday 20 LaLiga 21/22 ,20,5,Real Sociedad,20,9,6,5,22,21,1,33
Spain,Games of Matchday 20 LaLiga 21/22 ,20,6,Barcelona,20,8,8,4,31,23,8,32
Spain,Games of Matchday 20 LaLiga 21/22 ,20,7,Rayo Vallecano,20,9,4,7,27,21,6,31
Spain,Games of Matchday 20 LaLiga 21/22 ,20,8,Villarreal,20,7,8,5,33,22,11,29
Spain,Games of Matchday 20 LaLiga 21/22 ,20,9,Athletic,20,6,10,4,19,15,4,28
Spain,Games of Matchday 20 LaLiga 21/22 ,20,10,Valencia,20,7,7,6,32,32,0,28
Spain,Games of Matchday 20 LaLiga 21/22 ,20,11,Espanyol,20,7,5,8,23,24,-1,26
Spain,Games of Matchday 20 LaLiga 21/22 ,20,12,CA Osasuna,20,6,7,7,20,25,-5,25
Spain,Games of Matchday 20 LaLiga 21/22 ,20,13,Granada CF,20,5,9,6,24,27,-3,24
Spain,Games of Matchday 20 LaLiga 21/22 ,20,14,Celta de Vigo,20,6,5,9,22,23,-1,23
Spain,Games of Matchday 20 LaLiga 21/22 ,20,15,RCD Mallorca,20,4,8,8,17,30,-13,20
Spain,Games of Matchday 20 LaLiga 21/22 ,20,16,Elche CF,20,4,7,9,20,28,-8,19
Spain,Games of Matchday 20 LaLiga 21/22 ,20,17,Getafe,20,4,6,10,13,21,-8,18
Spain,Games of Matchday 20 LaLiga 21/22 ,20,18,Alavés,20,4,5,11,16,30,-14,17
Spain,Games of Matchday 20 LaLiga 21/22 ,20,19,Cádiz CF,20,2,8,10,15,34,-19,14
Spain,Games of Matchday 20 LaLiga 21/22 ,20,20,Levante,20,1,8,11,21,41,-20,11
Spain,Games of Matchday 21 LaLiga 21/22 ,21,1,Real Madrid,21,15,4,2,45,18,27,49
Spain,Games of Matchday 21 LaLiga 21/22 ,21,2,Sevilla FC,21,13,6,2,32,14,18,45
Spain,Games of Matchday 21 LaLiga 21/22 ,21,3,Real Betis,21,11,4,6,37,24,13,37
Spain,Games of Matchday 21 LaLiga 21/22 ,21,4,Real Sociedad,21,10,6,5,24,21,3,36
Spain,Games of Matchday 21 LaLiga 21/22 ,21,5,Rayo Vallecano,21,10,4,7,28,21,7,34
Spain,Games of Matchday 21 LaLiga 21/22 ,21,6,Atlético Madrid,21,9,6,6,33,25,8,33
Spain,Games of Matchday 21 LaLiga 21/22 ,21,7,Barcelona,21,8,8,5,31,24,7,32
Spain,Games of Matchday 21 LaLiga 21/22 ,21,8,Valencia,21,7,8,6,33,33,0,29
Spain,Games of Matchday 21 LaLiga 21/22 ,21,9,Villarreal,21,7,8,6,33,23,10,29
Spain,Games of Matchday 21 LaLiga 21/22 ,21,10,Athletic,21,6,10,5,20,17,3,28
Spain,Games of Matchday 21 LaLiga 21/22 ,21,11,Espanyol,21,7,6,8,25,26,-1,27
Spain,Games of Matchday 21 LaLiga 21/22 ,21,12,Celta de Vigo,21,7,5,9,24,23,1,26
Spain,Games of Matchday 21 LaLiga 21/22 ,21,13,CA Osasuna,21,6,7,8,20,27,-7,25
Spain,Games of Matchday 21 LaLiga 21/22 ,21,14,Granada CF,21,5,9,7,26,31,-5,24
Spain,Games of Matchday 21 LaLiga 21/22 ,21,15,Elche CF,21,5,7,9,21,28,-7,22
Spain,Games of Matchday 21 LaLiga 21/22 ,21,16,Getafe,21,5,6,10,17,23,-6,21
Spain,Games of Matchday 21 LaLiga 21/22 ,21,17,RCD Mallorca,21,4,8,9,17,32,-15,20
Spain,Games of Matchday 21 LaLiga 21/22 ,21,18,Alavés,21,4,5,12,16,34,-18,17
Spain,Games of Matchday 21 LaLiga 21/22 ,21,19,Cádiz CF,21,2,9,10,17,36,-19,15
Spain,Games of Matchday 21 LaLiga 21/22 ,21,20,Levante,21,2,8,11,22,41,-19,14
Spain,Games of Matchday 22 LaLiga 21/22 ,22,1,Real Madrid,22,15,5,2,47,20,27,50
Spain,Games of Matchday 22 LaLiga 21/22 ,22,2,Sevilla FC,22,13,7,2,34,16,18,46
Spain,Games of Matchday 22 LaLiga 21/22 ,22,3,Real Betis,22,12,4,6,41,25,16,40
Spain,Games of Matchday 22 LaLiga 21/22 ,22,4,Real Sociedad,22,10,7,5,24,21,3,37
Spain,Games of Matchday 22 LaLiga 21/22 ,22,5,Atlético Madrid,22,10,6,6,36,27,9,36
Spain,Games of Matchday 22 LaLiga 21/22 ,22,6,Barcelona,22,9,8,5,32,24,8,35
Spain,Games of Matchday 22 LaLiga 21/22 ,22,7,Rayo Vallecano,22,10,4,8,28,22,6,34
Spain,Games of Matchday 22 LaLiga 21/22 ,22,8,Villarreal,22,8,8,6,36,23,13,32
Spain,Games of Matchday 22 LaLiga 21/22 ,22,9,Athletic,22,7,10,5,21,17,4,31
Spain,Games of Matchday 22 LaLiga 21/22 ,22,10,Valencia,22,7,8,7,35,36,-1,29
Spain,Games of Matchday 22 LaLiga 21/22 ,22,11,CA Osasuna,22,7,7,8,22,27,-5,28
Spain,Games of Matchday 22 LaLiga 21/22 ,22,12,Celta de Vigo,22,7,6,9,26,25,1,27
Spain,Games of Matchday 22 LaLiga 21/22 ,22,13,Espanyol,22,7,6,9,26,30,-4,27
Spain,Games of Matchday 22 LaLiga 21/22 ,22,14,Granada CF,22,5,9,8,26,33,-7,24
Spain,Games of Matchday 22 LaLiga 21/22 ,22,15,Elche CF,22,5,8,9,23,30,-7,23
Spain,Games of Matchday 22 LaLiga 21/22 ,22,16,Getafe,22,5,7,10,17,23,-6,22
Spain,Games of Matchday 22 LaLiga 21/22 ,22,17,RCD Mallorca,22,4,8,10,17,35,-18,20
Spain,Games of Matchday 22 LaLiga 21/22 ,22,18,Cádiz CF,22,3,9,10,19,36,-17,18
Spain,Games of Matchday 22 LaLiga 21/22 ,22,19,Alavés,22,4,5,13,16,35,-19,17
Spain,Games of Matchday 22 LaLiga 21/22 ,22,20,Levante,22,2,8,12,22,43,-21,14
Spain,Games of Matchday 23 LaLiga 21/22 ,23,1,Real Madrid,23,16,5,2,48,20,28,53
Spain,Games of Matchday 23 LaLiga 21/22 ,23,2,Sevilla FC,23,13,8,2,34,16,18,47
Spain,Games of Matchday 23 LaLiga 21/22 ,23,3,Real Betis,23,12,4,7,41,27,14,40
Spain,Games of Matchday 23 LaLiga 21/22 ,23,4,Barcelona,23,10,8,5,36,26,10,38
Spain,Games of Matchday 23 LaLiga 21/22 ,23,5,Real Sociedad,23,10,8,5,24,21,3,38
Spain,Games of Matchday 23 LaLiga 21/22 ,23,6,Atlético Madrid,23,10,6,7,38,31,7,36
Spain,Games of Matchday 23 LaLiga 21/22 ,23,7,Villarreal,23,9,8,6,38,23,15,35
Spain,Games of Matchday 23 LaLiga 21/22 ,23,8,Athletic,23,8,10,5,23,18,5,34
Spain,Games of Matchday 23 LaLiga 21/22 ,23,9,Rayo Vallecano,23,10,4,9,28,24,4,34
Spain,Games of Matchday 23 LaLiga 21/22 ,23,10,Valencia,23,7,9,7,35,36,-1,30
Spain,Games of Matchday 23 LaLiga 21/22 ,23,11,Celta de Vigo,23,8,6,9,28,25,3,30
Spain,Games of Matchday 23 LaLiga 21/22 ,23,12,CA Osasuna,23,7,8,8,22,27,-5,29
Spain,Games of Matchday 23 LaLiga 21/22 ,23,13,Espanyol,23,7,6,10,27,32,-5,27
Spain,Games of Matchday 23 LaLiga 21/22 ,23,14,Elche CF,23,6,8,9,26,31,-5,26
Spain,Games of Matchday 23 LaLiga 21/22 ,23,15,Getafe,23,6,7,10,20,23,-3,25
Spain,Games of Matchday 23 LaLiga 21/22 ,23,16,Granada CF,23,5,9,9,26,34,-8,24
Spain,Games of Matchday 23 LaLiga 21/22 ,23,17,RCD Mallorca,23,5,8,10,19,36,-17,23
Spain,Games of Matchday 23 LaLiga 21/22 ,23,18,Cádiz CF,23,3,9,11,20,38,-18,18
Spain,Games of Matchday 23 LaLiga 21/22 ,23,19,Alavés,23,4,5,14,17,38,-21,17
Spain,Games of Matchday 23 LaLiga 21/22 ,23,20,Levante,23,2,8,13,22,46,-24,14
Spain,Games of Matchday 24 LaLiga 21/22 ,24,1,Real Madrid,24,16,6,2,48,20,28,54
Spain,Games of Matchday 24 LaLiga 21/22 ,24,2,Sevilla FC,24,14,8,2,36,16,20,50
Spain,Games of Matchday 24 LaLiga 21/22 ,24,3,Real Betis,24,13,4,7,45,29,16,43
Spain,Games of Matchday 24 LaLiga 21/22 ,24,4,Real Sociedad,24,11,8,5,26,21,5,41
Spain,Games of Matchday 24 LaLiga 21/22 ,24,5,Barcelona,24,10,9,5,38,28,10,39
Spain,Games of Matchday 24 LaLiga 21/22 ,24,6,Atlético Madrid,24,11,6,7,42,34,8,39
Spain,Games of Matchday 24 LaLiga 21/22 ,24,7,Villarreal,24,9,9,6,38,23,15,36
Spain,Games of Matchday 24 LaLiga 21/22 ,24,8,Athletic,24,8,10,6,25,21,4,34
Spain,Games of Matchday 24 LaLiga 21/22 ,24,9,Rayo Vallecano,24,10,4,10,28,27,1,34
Spain,Games of Matchday 24 LaLiga 21/22 ,24,10,CA Osasuna,24,8,8,8,25,27,-2,32
Spain,Games of Matchday 24 LaLiga 21/22 ,24,11,Celta de Vigo,24,8,7,9,28,25,3,31
Spain,Games of Matchday 24 LaLiga 21/22 ,24,12,Valencia,24,7,9,8,36,38,-2,30
Spain,Games of Matchday 24 LaLiga 21/22 ,24,13,Espanyol,24,7,7,10,29,34,-5,28
Spain,Games of Matchday 24 LaLiga 21/22 ,24,14,Elche CF,24,6,8,10,26,33,-7,26
Spain,Games of Matchday 24 LaLiga 21/22 ,24,15,RCD Mallorca,24,6,8,10,22,38,-16,26
Spain,Games of Matchday 24 LaLiga 21/22 ,24,16,Getafe,24,6,7,11,23,27,-4,25
Spain,Games of Matchday 24 LaLiga 21/22 ,24,17,Granada CF,24,5,9,10,26,36,-10,24
Spain,Games of Matchday 24 LaLiga 21/22 ,24,18,Alavés,24,5,5,14,19,39,-20,20
Spain,Games of Matchday 24 LaLiga 21/22 ,24,19,Cádiz CF,24,3,10,11,20,38,-18,19
Spain,Games of Matchday 24 LaLiga 21/22 ,24,20,Levante,24,2,8,14,24,50,-26,14
Spain,Games of Matchday 25 LaLiga 21/22 ,25,1,Real Madrid,25,17,6,2,51,20,31,57
Spain,Games of Matchday 25 LaLiga 21/22 ,25,2,Sevilla FC,25,14,9,2,37,17,20,51
Spain,Games of Matchday 25 LaLiga 21/22 ,25,3,Real Betis,25,14,4,7,47,30,17,46
Spain,Games of Matchday 25 LaLiga 21/22 ,25,4,Barcelona,25,11,9,5,42,29,13,42
Spain,Games of Matchday 25 LaLiga 21/22 ,25,5,Atlético Madrid,25,12,6,7,45,34,11,42
Spain,Games of Matchday 25 LaLiga 21/22 ,25,6,Real Sociedad,25,11,8,6,26,25,1,41
Spain,Games of Matchday 25 LaLiga 21/22 ,25,7,Villarreal,25,10,9,6,42,24,18,39
Spain,Games of Matchday 25 LaLiga 21/22 ,25,8,Athletic,25,9,10,6,29,21,8,37
Spain,Games of Matchday 25 LaLiga 21/22 ,25,9,Rayo Vallecano,25,10,4,11,29,29,0,34
Spain,Games of Matchday 25 LaLiga 21/22 ,25,10,Celta de Vigo,25,8,8,9,29,26,3,32
Spain,Games of Matchday 25 LaLiga 21/22 ,25,11,CA Osasuna,25,8,8,9,25,30,-5,32
Spain,Games of Matchday 25 LaLiga 21/22 ,25,12,Valencia,25,7,9,9,37,42,-5,30
Spain,Games of Matchday 25 LaLiga 21/22 ,25,13,Elche CF,25,7,8,10,28,34,-6,29
Spain,Games of Matchday 25 LaLiga 21/22 ,25,14,Espanyol,25,7,8,10,30,35,-5,29
Spain,Games of Matchday 25 LaLiga 21/22 ,25,15,Getafe,25,6,8,11,24,28,-4,26
Spain,Games of Matchday 25 LaLiga 21/22 ,25,16,RCD Mallorca,25,6,8,11,23,40,-17,26
Spain,Games of Matchday 25 LaLiga 21/22 ,25,17,Granada CF,25,5,9,11,27,40,-13,24
Spain,Games of Matchday 25 LaLiga 21/22 ,25,18,Alavés,25,5,5,15,19,42,-23,20
Spain,Games of Matchday 25 LaLiga 21/22 ,25,19,Cádiz CF,25,3,11,11,21,39,-18,20
Spain,Games of Matchday 25 LaLiga 21/22 ,25,20,Levante,25,2,9,14,25,51,-26,15
Spain,Games of Matchday 26 LaLiga 21/22 ,26,1,Real Madrid,26,18,6,2,52,20,32,60
Spain,Games of Matchday 26 LaLiga 21/22 ,26,2,Sevilla FC,26,15,9,2,39,18,21,54
Spain,Games of Matchday 26 LaLiga 21/22 ,26,3,Real Betis,26,14,4,8,48,32,16,46
Spain,Games of Matchday 26 LaLiga 21/22 ,26,4,Barcelona,26,12,9,5,46,29,17,45
Spain,Games of Matchday 26 LaLiga 21/22 ,26,5,Atlético Madrid,26,13,6,7,47,34,13,45
Spain,Games of Matchday 26 LaLiga 21/22 ,26,6,Real Sociedad,26,12,8,6,27,25,2,44
Spain,Games of Matchday 26 LaLiga 21/22 ,26,7,Villarreal,26,11,9,6,47,25,22,42
Spain,Games of Matchday 26 LaLiga 21/22 ,26,8,Athletic,26,9,10,7,29,25,4,37
Spain,Games of Matchday 26 LaLiga 21/22 ,26,9,Rayo Vallecano,26,10,4,12,29,30,-1,34
Spain,Games of Matchday 26 LaLiga 21/22 ,26,10,Valencia,26,8,9,9,38,42,-4,33
Spain,Games of Matchday 26 LaLiga 21/22 ,26,11,Celta de Vigo,26,8,8,10,29,28,1,32
Spain,Games of Matchday 26 LaLiga 21/22 ,26,12,CA Osasuna,26,8,8,10,25,31,-6,32
Spain,Games of Matchday 26 LaLiga 21/22 ,26,13,Elche CF,26,7,8,11,28,37,-9,29
Spain,Games of Matchday 26 LaLiga 21/22 ,26,14,Espanyol,26,7,8,11,31,40,-9,29
Spain,Games of Matchday 26 LaLiga 21/22 ,26,15,Getafe,26,6,9,11,26,30,-4,27
Spain,Games of Matchday 26 LaLiga 21/22 ,26,16,RCD Mallorca,26,6,8,12,23,41,-18,26
Spain,Games of Matchday 26 LaLiga 21/22 ,26,17,Granada CF,26,5,10,11,27,40,-13,25
Spain,Games of Matchday 26 LaLiga 21/22 ,26,18,Alavés,26,5,6,15,21,44,-23,21
Spain,Games of Matchday 26 LaLiga 21/22 ,26,19,Cádiz CF,26,3,12,11,21,39,-18,21
Spain,Games of Matchday 26 LaLiga 21/22 ,26,20,Levante,26,3,9,14,28,51,-23,18
Spain,Games of Matchday 27 LaLiga 21/22 ,27,1,Real Madrid,27,19,6,2,56,21,35,63
Spain,Games of Matchday 27 LaLiga 21/22 ,27,2,Sevilla FC,27,15,10,2,39,18,21,55
Spain,Games of Matchday 27 LaLiga 21/22 ,27,3,Barcelona,27,13,9,5,48,30,18,48
Spain,Games of Matchday 27 LaLiga 21/22 ,27,4,Atlético Madrid,27,14,6,7,50,35,15,48
Spain,Games of Matchday 27 LaLiga 21/22 ,27,5,Real Betis,27,14,4,9,49,35,14,46
Spain,Games of Matchday 27 LaLiga 21/22 ,27,6,Real Sociedad,27,12,8,7,28,29,-1,44
Spain,Games of Matchday 27 LaLiga 21/22 ,27,7,Villarreal,27,11,9,7,47,26,21,42
Spain,Games of Matchday 27 LaLiga 21/22 ,27,8,Athletic,27,10,10,7,32,26,6,40
Spain,Games of Matchday 27 LaLiga 21/22 ,27,9,Valencia,27,9,9,9,41,43,-2,36
Spain,Games of Matchday 27 LaLiga 21/22 ,27,10,Celta de Vigo,27,9,8,10,33,31,2,35
Spain,Games of Matchday 27 LaLiga 21/22 ,27,11,CA Osasuna,27,9,8,10,26,31,-5,35
Spain,Games of Matchday 27 LaLiga 21/22 ,27,12,Rayo Vallecano,27,10,4,13,29,32,-3,34
Spain,Games of Matchday 27 LaLiga 21/22 ,27,13,Espanyol,27,8,8,11,33,40,-7,32
Spain,Games of Matchday 27 LaLiga 21/22 ,27,14,Elche CF,27,7,8,12,29,39,-10,29
Spain,Games of Matchday 27 LaLiga 21/22 ,27,15,Getafe,27,6,9,12,26,32,-6,27
Spain,Games of Matchday 27 LaLiga 21/22 ,27,16,RCD Mallorca,27,6,8,13,26,45,-19,26
Spain,Games of Matchday 27 LaLiga 21/22 ,27,17,Granada CF,27,5,10,12,28,43,-15,25
Spain,Games of Matchday 27 LaLiga 21/22 ,27,18,Cádiz CF,27,4,12,11,23,39,-16,24
Spain,Games of Matchday 27 LaLiga 21/22 ,27,19,Alavés,27,5,7,15,21,44,-23,22
Spain,Games of Matchday 27 LaLiga 21/22 ,27,20,Levante,27,3,9,15,29,54,-25,18
Spain,Games of Matchday 28 LaLiga 21/22 ,28,1,Real Madrid,28,20,6,2,59,21,38,66
Spain,Games of Matchday 28 LaLiga 21/22 ,28,2,Sevilla FC,28,15,11,2,40,19,21,56
Spain,Games of Matchday 28 LaLiga 21/22 ,28,3,Barcelona,28,14,9,5,52,30,22,51
Spain,Games of Matchday 28 LaLiga 21/22 ,28,4,Atlético Madrid,28,15,6,7,52,36,16,51
Spain,Games of Matchday 28 LaLiga 21/22 ,28,5,Real Betis,28,15,4,9,50,35,15,49
Spain,Games of Matchday 28 LaLiga 21/22 ,28,6,Real Sociedad,28,13,8,7,29,29,0,47
Spain,Games of Matchday 28 LaLiga 21/22 ,28,7,Villarreal,28,12,9,7,48,26,22,45
Spain,Games of Matchday 28 LaLiga 21/22 ,28,8,Athletic,28,10,10,8,32,27,5,40
Spain,Games of Matchday 28 LaLiga 21/22 ,28,9,Valencia,28,9,10,9,41,43,-2,37
Spain,Games of Matchday 28 LaLiga 21/22 ,28,10,Celta de Vigo,28,9,8,11,33,32,1,35
Spain,Games of Matchday 28 LaLiga 21/22 ,28,11,CA Osasuna,28,9,8,11,26,35,-9,35
Spain,Games of Matchday 28 LaLiga 21/22 ,28,12,Rayo Vallecano,28,10,5,13,30,33,-3,35
Spain,Games of Matchday 28 LaLiga 21/22 ,28,13,Espanyol,28,8,9,11,34,41,-7,33
Spain,Games of Matchday 28 LaLiga 21/22 ,28,14,Elche CF,28,8,8,12,30,39,-9,32
Spain,Games of Matchday 28 LaLiga 21/22 ,28,15,Getafe,28,6,10,12,26,32,-6,28
Spain,Games of Matchday 28 LaLiga 21/22 ,28,16,RCD Mallorca,28,6,8,14,26,48,-22,26
Spain,Games of Matchday 28 LaLiga 21/22 ,28,17,Granada CF,28,5,10,13,28,44,-16,25
Spain,Games of Matchday 28 LaLiga 21/22 ,28,18,Cádiz CF,28,4,12,12,24,41,-17,24
Spain,Games of Matchday 28 LaLiga 21/22 ,28,19,Alavés,28,5,7,16,21,45,-24,22
Spain,Games of Matchday 28 LaLiga 21/22 ,28,20,Levante,28,3,10,15,30,55,-25,19
Spain,Games of Matchday 29 LaLiga 21/22 ,29,1,Real Madrid,29,20,6,3,59,25,34,66
Spain,Games of Matchday 29 LaLiga 21/22 ,29,2,Sevilla FC,29,15,12,2,40,19,21,57
Spain,Games of Matchday 29 LaLiga 21/22 ,29,3,Barcelona,29,15,9,5,56,30,26,54
Spain,Games of Matchday 29 LaLiga 21/22 ,29,4,Atlético Madrid,29,16,6,7,53,36,17,54
Spain,Games of Matchday 29 LaLiga 21/22 ,29,5,Real Betis,29,15,5,9,50,35,15,50
Spain,Games of Matchday 29 LaLiga 21/22 ,29,6,Real Sociedad,29,13,9,7,29,29,0,48
Spain,Games of Matchday 29 LaLiga 21/22 ,29,7,Villarreal,29,12,9,8,48,27,21,45
Spain,Games of Matchday 29 LaLiga 21/22 ,29,8,Athletic,29,10,11,8,33,28,5,41
Spain,Games of Matchday 29 LaLiga 21/22 ,29,9,Valencia,29,10,10,9,42,43,-1,40
Spain,Games of Matchday 29 LaLiga 21/22 ,29,10,CA Osasuna,29,10,8,11,29,36,-7,38
Spain,Games of Matchday 29 LaLiga 21/22 ,29,11,Celta de Vigo,29,9,9,11,33,32,1,36
Spain,Games of Matchday 29 LaLiga 21/22 ,29,12,Espanyol,29,9,9,11,35,41,-6,36
Spain,Games of Matchday 29 LaLiga 21/22 ,29,13,Rayo Vallecano,29,10,5,14,30,34,-4,35
Spain,Games of Matchday 29 LaLiga 21/22 ,29,14,Elche CF,29,8,8,13,30,40,-10,32
Spain,Games of Matchday 29 LaLiga 21/22 ,29,15,Getafe,29,6,11,12,27,33,-6,29
Spain,Games of Matchday 29 LaLiga 21/22 ,29,16,Granada CF,29,6,10,13,31,46,-15,28
Spain,Games of Matchday 29 LaLiga 21/22 ,29,17,Cádiz CF,29,5,12,12,25,41,-16,27
Spain,Games of Matchday 29 LaLiga 21/22 ,29,18,RCD Mallorca,29,6,8,15,26,49,-23,26
Spain,Games of Matchday 29 LaLiga 21/22 ,29,19,Alavés,29,5,7,17,23,48,-25,22
Spain,Games of Matchday 29 LaLiga 21/22 ,29,20,Levante,29,3,10,16,31,58,-27,19
Spain,Games of Matchday 30 LaLiga 21/22 ,30,1,Real Madrid,30,21,6,3,61,26,35,69
Spain,Games of Matchday 30 LaLiga 21/22 ,30,2,Barcelona,30,16,9,5,57,30,27,57
Spain,Games of Matchday 30 LaLiga 21/22 ,30,3,Sevilla FC,30,15,12,3,40,20,20,57
Spain,Games of Matchday 30 LaLiga 21/22 ,30,4,Atlético Madrid,30,17,6,7,57,37,20,57
Spain,Games of Matchday 30 LaLiga 21/22 ,30,5,Real Betis,30,16,5,9,54,36,18,53
Spain,Games of Matchday 30 LaLiga 21/22 ,30,6,Real Sociedad,30,14,9,7,30,29,1,51
Spain,Games of Matchday 30 LaLiga 21/22 ,30,7,Villarreal,30,12,9,9,48,29,19,45
Spain,Games of Matchday 30 LaLiga 21/22 ,30,8,Athletic,30,11,11,8,35,29,6,44
Spain,Games of Matchday 30 LaLiga 21/22 ,30,9,Valencia,30,10,11,9,42,43,-1,41
Spain,Games of Matchday 30 LaLiga 21/22 ,30,10,CA Osasuna,30,10,8,12,30,40,-10,38
Spain,Games of Matchday 30 LaLiga 21/22 ,30,11,Celta de Vigo,30,9,9,12,34,34,0,36
Spain,Games of Matchday 30 LaLiga 21/22 ,30,12,Rayo Vallecano,30,10,6,14,32,36,-4,36
Spain,Games of Matchday 30 LaLiga 21/22 ,30,13,Espanyol,30,9,9,12,35,42,-7,36
Spain,Games of Matchday 30 LaLiga 21/22 ,30,14,Elche CF,30,8,8,14,31,42,-11,32
Spain,Games of Matchday 30 LaLiga 21/22 ,30,15,Getafe,30,7,11,12,28,33,-5,32
Spain,Games of Matchday 30 LaLiga 21/22 ,30,16,Granada CF,30,6,11,13,33,48,-15,29
Spain,Games of Matchday 30 LaLiga 21/22 ,30,17,Cádiz CF,30,5,13,12,25,41,-16,28
Spain,Games of Matchday 30 LaLiga 21/22 ,30,18,RCD Mallorca,30,6,8,16,26,50,-24,26
Spain,Games of Matchday 30 LaLiga 21/22 ,30,19,Alavés,30,5,7,18,24,52,-28,22
Spain,Games of Matchday 30 LaLiga 21/22 ,30,20,Levante,30,4,10,16,33,58,-25,22
Spain,Games of Matchday 31 LaLiga 21/22 ,31,1,Real Madrid,31,22,6,3,63,26,37,72
Spain,Games of Matchday 31 LaLiga 21/22 ,31,2,Barcelona,31,17,9,5,60,32,28,60
Spain,Games of Matchday 31 LaLiga 21/22 ,31,3,Sevilla FC,31,16,12,3,44,22,22,60
Spain,Games of Matchday 31 LaLiga 21/22 ,31,4,Atlético Madrid,31,17,6,8,57,38,19,57
Spain,Games of Matchday 31 LaLiga 21/22 ,31,5,Real Betis,31,17,5,9,56,37,19,56
Spain,Games of Matchday 31 LaLiga 21/22 ,31,6,Real Sociedad,31,15,9,7,32,30,2,54
Spain,Games of Matchday 31 LaLiga 21/22 ,31,7,Villarreal,31,12,10,9,49,30,19,46
Spain,Games of Matchday 31 LaLiga 21/22 ,31,8,Athletic,31,11,12,8,36,30,6,45
Spain,Games of Matchday 31 LaLiga 21/22 ,31,9,Valencia,31,10,12,9,43,44,-1,42
